PlotID,CropName,SamplingWeek,Day,Month ,Year,CHL,SPAD,TotCH_ugcm2,TEMP_F
181,SS,4,11,6,2019,38.2,27.7,21.9,79.8
181,SS,4,11,6,2019,37,26.5,20.5,80
181,SS,4,11,6,2019,32.6,22.2,15.5,80.1
182,SH,4,11,6,2019,34.1,23.7,17.2,80.5
182,SH,4,11,6,2019,36.2,25.7,19.5,80.6
182,SH,4,11,6,2019,41.7,31.2,26.1,80.9
183,SS,4,11,6,2019,27.9,17.5,10.6,81
183,SS,4,11,6,2019,29.3,18.9,12,81.1
183,SS,4,11,6,2019,29.6,19.2,12.4,81.3
183,VB,4,11,6,2019,41.5,31,25.8,81.5
183,VB,4,11,6,2019,33.3,22.9,16.3,81.8
183,VB,4,11,6,2019,38.4,27.9,22.1,81.9
184,SH,4,11,6,2019,43.3,32.8,28.1,82.1
184,SH,4,11,6,2019,39.2,28.7,23,82.3
184,SH,4,11,6,2019,37.1,26.6,20.6,82.3
184,VB,4,11,6,2019,39.7,29.2,23.6,82.5
184,VB,4,11,6,2019,37.6,27.1,21.2,82.6
184,VB,4,11,6,2019,30.3,19.9,13.1,82.8
185,SH,4,11,6,2019,41.7,31.2,26.1,83
185,SH,4,11,6,2019,27.8,17.4,10.5,83.1
185,SH,4,11,6,2019,46.8,36.2,32.6,83.2
185,SS,4,11,6,2019,26.7,16.3,9.4,83.3
185,SS,4,11,6,2019,31.3,20.9,14.1,83.4
185,SS,4,11,6,2019,30.8,20.4,13.6,83.6
186,VB,4,11,6,2019,33.8,23.4,16.8,83.9
186,VB,4,11,6,2019,40.2,29.7,24.2,84.1
186,VB,4,11,6,2019,49.6,39,36.4,84.1
187,SH,4,11,6,2019,50.1,39.5,37.1,84.4
187,SH,4,11,6,2019,29.7,19.3,12.5,84.6
187,SH,4,11,6,2019,41.6,31.1,26,84.8
188,SH,4,11,6,2019,35.1,24.6,18.3,85
188,SH,4,11,6,2019,35.3,24.8,18.5,85.1
188,SH,4,11,6,2019,40.1,29.6,24.1,85.1
188,SS,4,11,6,2019,37.1,26.6,20.6,85.2
188,SS,4,11,6,2019,30.4,20,13.2,85.4
188,SS,4,11,6,2019,32.5,22.1,15.4,85.5
189,SH,4,11,6,2019,47.2,36.6,33.2,85.5
189,SH,4,11,6,2019,42.9,32.4,27.6,85.7
189,SH,4,11,6,2019,38,27.5,21.6,85.7
189,VB,4,11,6,2019,41.5,31,25.8,85.8
189,VB,4,11,6,2019,30.5,20.1,13.3,85.8
189,VB,4,11,6,2019,26.2,15.8,9,85.8
190,SS,4,11,6,2019,30.5,20.1,13.3,86
190,SS,4,11,6,2019,35.4,24.9,18.6,86
190,SS,4,11,6,2019,29.9,19.5,12.7,86.2
191,VB,4,11,6,2019,23.7,13.4,6.6,86.3
191,VB,4,11,6,2019,30.7,20.3,13.5,86.2
191,VB,4,11,6,2019,37.7,27.2,21.3,86.3
192,SS,4,11,6,2019,31.2,20.8,14,86.4
192,SS,4,11,6,2019,33.9,23.5,16.9,86.4
192,SS,4,11,6,2019,32,21.6,14.9,86.6
192,VB,4,11,6,2019,37.9,27.4,21.5,86.6
192,VB,4,11,6,2019,38.5,28,22.2,86.7
192,VB,4,11,6,2019,36.9,26.4,20.3,86.7
193,SH,4,11,6,2019,42.1,31.6,26.6,86.9
193,SH,4,11,6,2019,43.7,33.2,28.6,87
193,SH,4,11,6,2019,40.8,30.3,25,87.1
193,VB,4,11,6,2019,36.7,26.2,20.1,87.2
193,VB,4,11,6,2019,41.3,30.8,25.6,87.3
193,VB,4,11,6,2019,37,26.5,20.5,87.2
194,SS,4,11,6,2019,31.4,21,14.2,87.4
194,SS,4,11,6,2019,37.1,26.6,20.6,87.4
194,SS,4,11,6,2019,35.3,24.8,18.5,87.5
195,VB,4,11,6,2019,36.3,25.8,19.6,87.6
195,VB,4,11,6,2019,26,15.6,8.8,87.6
195,VB,4,11,6,2019,35,24.5,18.2,87.7
196,SS,4,11,6,2019,33.7,23.3,16.7,87.6
196,SS,4,11,6,2019,39.8,29.3,23.8,87.7
196,SS,4,11,6,2019,43.8,33.3,28.7,87.8
196,VB,4,11,6,2019,39.4,28.9,23.3,87.7
196,VB,4,11,6,2019,28,17.6,10.7,87.9
196,VB,4,11,6,2019,34,23.6,17.1,87.9
197,SH,4,11,6,2019,35.7,25.2,19,88
197,SH,4,11,6,2019,44.4,33.9,29.5,88.1
197,SH,4,11,6,2019,42.5,32,27.1,88.1
198,SH,4,11,6,2019,39.1,28.6,22.9,88.1
198,SH,4,11,6,2019,42.8,32.3,27.5,88.1
198,SH,4,11,6,2019,43.8,33.3,28.7,88.2
198,SS,4,11,6,2019,27.8,17.4,10.5,88.4
198,SS,4,11,6,2019,36.5,26,19.9,88.5
198,SS,4,11,6,2019,31.3,20.9,14.1,88.5
199,SS,4,11,6,2019,40,29.5,24,88.9
199,SS,4,11,6,2019,34.4,24,17.5,88.8
199,SS,4,11,6,2019,38.3,27.8,22,88.9
199,VB,4,11,6,2019,34.9,24.5,18.1,89
199,VB,4,11,6,2019,41.1,30.6,25.3,89.1
199,VB,4,11,6,2019,33,22.6,16,89
200,SH,4,11,6,2019,45,34.5,30.3,89.2
200,SH,4,11,6,2019,47.3,36.7,33.3,89.2
200,SH,4,11,6,2019,42.1,31.6,26.6,89.2
200,VB,4,11,6,2019,37.3,26.8,20.8,89.3
200,VB,4,11,6,2019,43.1,32.6,27.8,89.2
200,VB,4,11,6,2019,45.8,35.2,31.3,89.4
201,SH,4,11,6,2019,53.3,42.7,41.6,89.5
201,SH,4,11,6,2019,40.1,29.6,24.1,89.6
201,SH,4,11,6,2019,40,29.5,24,89.6
201,SS,4,11,6,2019,34.2,23.8,17.3,89.6
201,SS,4,11,6,2019,37.3,26.8,20.8,89.7
201,SS,4,11,6,2019,41,30.5,25.2,89.7
202,VB,4,11,6,2019,42.6,32.1,27.2,89.8
202,VB,4,11,6,2019,39.3,28.8,23.2,89.8
202,VB,4,11,6,2019,43.6,33.1,28.5,89.9
203,SS,4,11,6,2019,33.9,23.5,16.9,89.9
203,SS,4,11,6,2019,33.6,23.2,16.6,89.9
203,SS,4,11,6,2019,25.8,15.4,8.6,90
204,SH,4,11,6,2019,51.7,41.1,39.4,90
204,SH,4,11,6,2019,48.3,37.7,34.6,90.1
204,SH,4,11,6,2019,41,30.5,25.2,90.1
205,VB,4,11,6,2019,48.3,37.7,34.6,90.3
205,VB,4,11,6,2019,50.9,40.3,38.2,90.4
205,VB,4,11,6,2019,44.1,33.6,29.1,90.3
206,SS,4,11,6,2019,30.6,20.2,13.4,90.4
206,SS,4,11,6,2019,31.7,21.3,14.6,90.5
206,SS,4,11,6,2019,35.3,24.8,18.5,90.5
206,VB,4,11,6,2019,46.5,35.9,32.2,90.6
206,VB,4,11,6,2019,40.7,30.2,24.9,90.6
206,VB,4,11,6,2019,28.7,18.3,11.4,90.7
207,SH,4,11,6,2019,43.9,33.4,28.9,90.6
207,SH,4,11,6,2019,43.4,32.9,28.2,90.7
207,SH,4,11,6,2019,46.5,35.9,32.2,90.8
208,SH,4,11,6,2019,40.2,29.7,24.2,90.8
208,SH,4,11,6,2019,45.6,35,31.1,90.9
208,SH,4,11,6,2019,37.2,26.7,20.7,90.8
208,SS,4,11,6,2019,33.2,22.8,16.2,90.9
208,SS,4,11,6,2019,37.8,27.3,21.4,91
208,SS,4,11,6,2019,35.3,24.8,18.5,90.9
209,SH,4,11,6,2019,42,31.5,26.5,91
209,SH,4,11,6,2019,32.4,22,15.3,91.1
209,SH,4,11,6,2019,37.5,27,21,91.1
209,VB,4,11,6,2019,41,30.5,25.2,91.1
209,VB,4,11,6,2019,37.7,27.2,21.3,91.2
209,VB,4,11,6,2019,37.8,27.3,21.4,91.2
210,SS,4,11,6,2019,35.1,24.6,18.3,91.2
210,SS,4,11,6,2019,31.4,21,14.2,91.3
210,SS,4,11,6,2019,44,33.5,29,91.3
211,SH,4,11,6,2019,38.8,28.3,22.6,91.5
211,SH,4,11,6,2019,47.7,37.1,33.8,91.5
211,SH,4,11,6,2019,49.5,38.9,36.3,91.5
211,SS,4,11,6,2019,35.2,24.7,18.4,91.6
211,SS,4,11,6,2019,35,24.5,18.2,91.6
211,SS,4,11,6,2019,26.7,16.3,9.4,91.5
212,VB,4,11,6,2019,33.3,22.9,16.3,91.6
212,VB,4,11,6,2019,36.7,26.2,20.1,91.7
212,VB,4,11,6,2019,27.7,17.3,10.4,91.7
213,SS,4,11,6,2019,28,17.6,10.7,91.7
213,SS,4,11,6,2019,38.3,27.8,22,91.7
213,SS,4,11,6,2019,30.3,19.9,13.1,91.8
214,SH,4,11,6,2019,39.7,29.2,23.6,91.8
214,SH,4,11,6,2019,41.3,30.8,25.6,91.8
214,SH,4,11,6,2019,50.1,39.5,37.1,91.8
215,SS,4,11,6,2019,38.8,28.3,22.6,91.9
215,SS,4,11,6,2019,44.9,34.4,30.1,91.9
215,SS,4,11,6,2019,33.2,22.8,16.2,91.8
215,VB,4,11,6,2019,27.1,16.7,9.8,91.8
215,VB,4,11,6,2019,32.8,22.4,15.7,92
215,VB,4,11,6,2019,32.7,22.3,15.6,91.9
216,SH,4,11,6,2019,39.3,28.8,23.2,92
216,SH,4,11,6,2019,42.1,31.6,26.6,92
216,SH,4,11,6,2019,38.6,28.1,22.3,92
216,VB,4,11,6,2019,35.2,24.7,18.4,92.1
216,VB,4,11,6,2019,42.6,32.1,27.2,92.1
216,VB,4,11,6,2019,48.3,37.7,34.6,92.2
145,VB,4,12,6,2019,43.2,32.7,28,102
145,VB,4,12,6,2019,42,31.5,26.5,102.2
145,VB,4,12,6,2019,42.5,32,27.1,102.5
146,SS,4,12,6,2019,26.6,16.2,9.3,102.8
146,VB,4,12,6,2019,37.9,27.4,21.5,102.6
146,VB,4,12,6,2019,32.4,22,15.3,102.8
146,VB,4,12,6,2019,33.6,23.2,16.6,102.6
147,SS,4,12,6,2019,37.5,27,21,102.6
147,SS,4,12,6,2019,37.8,27.3,21.4,102.5
147,SS,4,12,6,2019,38,27.5,21.6,102.6
148,SS,4,12,6,2019,29.5,19.1,12.3,102.6
148,SS,4,12,6,2019,28.8,18.4,11.5,102.7
148,SS,4,12,6,2019,32,21.6,14.9,102.7
149,VB,4,12,6,2019,18.5,NA,NA,102.9
149,VB,4,12,6,2019,35.2,24.7,18.4,103.1
149,VB,4,12,6,2019,40,29.5,24,103.1
151,SS,4,12,6,2019,28.3,17.9,11,104.3
151,SS,4,12,6,2019,32.1,21.7,15,104.4
151,SS,4,12,6,2019,29.7,19.3,12.5,104.4
152,SS,4,12,6,2019,30,19.6,12.8,105
152,SS,4,12,6,2019,31.4,21,14.2,105.1
152,SS,4,12,6,2019,28.8,18.4,11.5,105.2
153,VB,4,12,6,2019,38.8,28.3,22.6,106.1
153,VB,4,12,6,2019,22.1,11.8,5.1,106.6
153,VB,4,12,6,2019,44.2,33.7,29.2,106.8
154,VB,4,12,6,2019,28.4,18,11.1,107.2
154,VB,4,12,6,2019,25.3,14.9,8.1,107.2
154,VB,4,12,6,2019,15.4,NA,NA,107.3
156,SS,4,12,6,2019,30.9,20.5,13.7,107
156,SS,4,12,6,2019,36.9,26.4,20.3,107.1
156,SS,4,12,6,2019,37.4,26.9,20.9,106.9
156,VB,4,12,6,2019,33.2,22.8,16.2,106.7
156,VB,4,12,6,2019,23.8,13.5,6.7,106.6
156,VB,4,12,6,2019,31.2,20.8,14,106.5
157,SS,4,12,6,2019,33.3,22.9,16.3,106
157,SS,4,12,6,2019,29.3,18.9,12,105.9
157,SS,4,12,6,2019,29.4,19,12.1,105.9
158,VB,4,12,6,2019,48.8,38.2,35.3,105.8
158,VB,4,12,6,2019,37.8,27.3,21.4,105.8
158,VB,4,12,6,2019,43.2,32.7,28,105.8
159,SS,4,12,6,2019,32.1,21.7,15,105.7
159,SS,4,12,6,2019,15.6,NA,NA,105.7
