PlotID,Position,SiteNum,RowNum,ColNum,PlotName,SiteName,CropTrt,CropName,SamplingWeek,Month,Day,Year,Height_cm,Height_mm,CHL,SPAD,TotCH_ugcm2
181,611,6,1,1,AG_SS-1,AG,SS,SS,4,6,1,2020,59,590,44.9,34.4,30.1
181,611,6,1,1,AG_SS-1,AG,SS,SS,4,6,1,2020,83,830,37.9,27.4,21.5
181,611,6,1,1,AG_SS-1,AG,SS,SS,4,6,1,2020,65,650,64,53.3,58
182,612,6,1,2,AG_SH-1,AG,SH,SH,4,6,1,2020,41,410,39.1,28.6,22.9
182,612,6,1,2,AG_SH-1,AG,SH,SH,4,6,1,2020,74,740,41.8,31.3,26.2
182,612,6,1,2,AG_SH-1,AG,SH,SH,4,6,1,2020,55,550,42.4,31.9,27
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,4,6,1,2020,39,390,47.2,36.6,33.2
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,4,6,1,2020,87,870,40.6,30.1,24.7
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,4,6,1,2020,68,680,24.5,14.2,7.3
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,4,6,1,2020,27,270,42.5,32,27.1
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,4,6,1,2020,38,380,47.6,37,33.7
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,4,6,1,2020,33,330,42.1,31.6,26.6
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,4,6,1,2020,46,460,42,31.5,26.5
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,4,6,1,2020,86,860,42.9,32.4,27.6
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,4,6,1,2020,60,600,35.2,24.7,18.4
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,4,6,1,2020,24,240,54.4,43.8,43.2
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,4,6,1,2020,37,370,49.1,38.5,35.7
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,4,6,1,2020,30,300,33.7,23.3,16.7
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,4,6,1,2020,45,450,38.7,28.2,22.4
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,4,6,1,2020,77,770,41.9,31.4,26.3
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,4,6,1,2020,55,550,47.4,36.8,33.4
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,4,6,1,2020,49,490,40.3,29.8,24.4
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,4,6,1,2020,96,960,51.3,40.7,38.8
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,4,6,1,2020,64,640,42.4,31.9,27
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,6,1,2020,21,210,48.8,38.2,35.3
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,6,1,2020,39,390,51.2,40.6,38.6
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,6,1,2020,35,350,43.3,32.8,28.1
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,6,1,2020,35,350,46.8,36.2,32.6
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,6,1,2020,71,710,45.4,34.8,30.8
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,6,1,2020,51,510,48.9,38.3,35.5
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,6,1,2020,42,420,41.5,31,25.8
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,6,1,2020,55,550,40.5,30,24.6
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,6,1,2020,52,520,42.8,32.3,27.5
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,6,1,2020,50,500,36.3,25.8,19.6
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,6,1,2020,86,860,45.1,34.5,30.4
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,6,1,2020,62,620,38.1,27.6,21.7
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,6,1,2020,36,360,46.4,35.8,32.1
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,6,1,2020,57,570,49.6,39,36.4
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,6,1,2020,43,430,48.8,38.2,35.3
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,6,1,2020,25,250,49.5,38.9,36.3
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,6,1,2020,45,450,45.6,35,31.1
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,6,1,2020,32,320,44.7,34.2,29.9
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,6,1,2020,44,440,44.2,33.7,29.2
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,6,1,2020,92,920,35.4,24.9,18.6
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,6,1,2020,62,620,28.8,18.4,11.5
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,6,1,2020,23,230,52.9,42.3,41.1
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,6,1,2020,36,360,53.3,42.7,41.6
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,6,1,2020,33,330,48.7,38.1,35.2
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,6,1,2020,42,420,46.7,36.1,32.5
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,6,1,2020,91,910,37.7,27.2,21.3
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,6,1,2020,54,540,47.3,36.7,33.3
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,6,1,2020,21,210,46.1,35.5,31.7
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,6,1,2020,40,400,34.7,24.3,17.8
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,6,1,2020,27,270,38.4,27.9,22.1
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,6,1,2020,27,270,40.3,29.8,24.4
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,6,1,2020,57,570,46.8,36.2,32.6
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,6,1,2020,37,370,40.7,30.2,24.9
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,6,1,2020,19,190,44.2,33.7,29.2
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,6,1,2020,33,330,57.4,46.7,47.7
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,6,1,2020,27,270,42.2,31.7,26.7
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,6,1,2020,40,400,33.2,22.8,16.2
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,6,1,2020,72,720,38.1,27.6,21.7
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,6,1,2020,66,660,34.5,24.1,17.6
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,6,1,2020,15,150,44,33.5,29
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,6,1,2020,36,360,51.8,41.2,39.5
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,6,1,2020,24,240,51.4,40.8,38.9
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,6,1,2020,46,460,48,37.4,34.2
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,6,1,2020,72,720,45.8,35.2,31.3
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,6,1,2020,66,660,48.7,38.1,35.2
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,6,1,2020,17,170,41.8,31.3,26.2
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,6,1,2020,32,320,50.6,40,37.8
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,6,1,2020,23,230,37.6,27.1,21.2
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,6,1,2020,27,270,44.4,33.9,29.5
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,6,1,2020,66,660,45.9,35.3,31.4
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,6,1,2020,43,430,42.2,31.7,26.7
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,6,1,2020,37,370,49.4,38.8,36.1
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,6,1,2020,64,640,44.8,34.3,30
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,6,1,2020,55,550,44.3,33.8,29.4
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,6,1,2020,42,420,44.2,33.7,29.2
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,6,1,2020,77,770,41.1,30.6,25.3
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,6,1,2020,61,610,40.1,29.6,24.1
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,6,1,2020,25,250,38.4,27.9,22.1
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,6,1,2020,69,690,36.9,26.4,20.3
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,6,1,2020,46,460,33.1,22.7,16.1
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,6,1,2020,20,200,51.7,41.1,39.4
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,6,1,2020,36,360,42.3,31.8,26.8
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,6,1,2020,25,250,54.7,44.1,43.7
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,6,1,2020,25,250,46.5,35.9,32.2
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,6,1,2020,59,590,37.8,27.3,21.4
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,6,1,2020,47,470,38.5,28,22.2
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,6,1,2020,18,180,50.1,39.5,37.1
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,6,1,2020,33,330,50.8,40.2,38.1
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,6,1,2020,25,250,36.9,26.4,20.3
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,6,1,2020,28,280,43.3,32.8,28.1
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,6,1,2020,55,550,41.8,31.3,26.2
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,6,1,2020,46,460,43.7,33.2,28.6
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,6,1,2020,46,460,40.8,30.3,25
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,6,1,2020,74,740,37.8,27.3,21.4
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,6,1,2020,61,610,41.9,31.4,26.3
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,6,1,2020,20,200,46.2,35.6,31.8
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,6,1,2020,36,360,53.9,43.3,42.5
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,6,1,2020,32,320,50,39.4,37
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,6,1,2020,45,450,35.2,24.7,18.4
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,6,1,2020,101,1010,48.2,37.6,34.5
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,6,1,2020,77,770,49.7,39.1,36.6
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,6,1,2020,35,350,45.4,34.8,30.8
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,6,1,2020,66,660,39.7,29.2,23.6
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,6,1,2020,50,500,44.1,33.6,29.1
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,6,1,2020,18,180,53.3,42.7,41.6
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,6,1,2020,27,270,49.8,39.2,36.7
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,6,1,2020,23,230,43.9,33.4,28.9
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,6,1,2020,39,390,41.1,30.6,25.3
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,6,1,2020,71,710,38.9,28.4,22.7
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,6,1,2020,55,550,39.4,28.9,23.3
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,6,1,2020,25,250,53.6,43,42.1
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,6,1,2020,30,300,53,42.4,41.2
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,6,1,2020,27,270,46.6,36,32.4
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,6,1,2020,30,300,40.3,29.8,24.4
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,6,1,2020,48,480,47.2,36.6,33.2
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,6,1,2020,40,400,44,33.5,29
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,6,1,2020,18,180,47.6,37,33.7
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,6,1,2020,53,530,42.9,32.4,27.6
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,6,1,2020,41,410,41.9,31.4,26.3
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,6,1,2020,33,330,42.2,31.7,26.7
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,6,1,2020,83,830,41.4,30.9,25.7
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,6,1,2020,54,540,49.2,38.6,35.9
209,655,6,5,5,AG_SHVB-5,AG,SHVB,SH,4,6,1,2020,29,290,44.7,34.2,29.9
209,655,6,5,5,AG_SHVB-5,AG,SHVB,SH,4,6,1,2020,71,710,42.4,31.9,27
